0.000000000000000000e+00 -1.349647110450475296e+01 1.203600000000000000e+05 1.856194808640063911e+02
1.000000000000000000e+00 -1.350905408483380121e+01 1.257150000000000000e+05 2.249671320779293069e+02
2.000000000000000000e+00 -1.349332238043278309e+01 1.222300000000000000e+05 3.212879940373753698e+02
3.000000000000000000e+00 -1.350093732362570620e+01 1.218900000000000000e+05 1.381156467427685470e+02
4.000000000000000000e+00 -1.349830058542178257e+01 1.167900000000000000e+05 1.185088484624339173e+02
5.000000000000000000e+00 -1.348259234107640303e+01 1.243550000000000000e+05 2.392178330107580564e+02
6.000000000000000000e+00 -1.345364080749932079e+01 1.171300000000000000e+05 1.401716696260725143e+02
7.000000000000000000e+00 -1.349664366154119044e+01 1.371900000000000000e+05 1.528670565800081533e+02
8.000000000000000000e+00 -1.351676945587679057e+01 1.260550000000000000e+05 1.682513118191371007e+02
9.000000000000000000e+00 -1.353002329625405054e+01 1.247800000000000000e+05 2.270442716069104847e+02
1.000000000000000000e+01 -1.355940807629778178e+01 1.189150000000000000e+05 2.558791730743172081e+02
1.100000000000000000e+01 -1.351583694094305521e+01 1.276700000000000000e+05 2.881351572932816794e+02
1.200000000000000000e+01 -1.352466922233492497e+01 1.244400000000000000e+05 2.215394834087683194e+02
1.300000000000000000e+01 -1.347028486226759902e+01 1.217200000000000000e+05 1.211762310509839295e+02
1.400000000000000000e+01 -1.346242672865947121e+01 1.264800000000000000e+05 1.304081020076920083e+02
1.500000000000000000e+01 -1.345200645006140405e+01 1.237600000000000000e+05 1.667413023672663712e+02
1.600000000000000000e+01 -1.345718307399637581e+01 1.265650000000000000e+05 2.377139628042305901e+02
1.700000000000000000e+01 -1.349542278884510793e+01 1.205300000000000000e+05 1.487362846658196531e+02
1.800000000000000000e+01 -1.354731886198895374e+01 1.243550000000000000e+05 1.632790075308643623e+02
1.900000000000000000e+01 -1.355441199219817605e+01 1.187450000000000000e+05 2.645507881423822596e+02
2.000000000000000000e+01 -1.360661739611132326e+01 1.427150000000000000e+05 2.029058212453114152e+02
2.100000000000000000e+01 -1.359853743590595698e+01 1.385500000000000000e+05 1.043237661223837449e+02
2.200000000000000000e+01 -1.359375116628696922e+01 1.251200000000000000e+05 2.553061091751181380e+02
2.300000000000000000e+01 -1.352753190944805084e+01 1.243550000000000000e+05 1.832539817573266134e+02
2.400000000000000000e+01 -1.350497431393401193e+01 1.186600000000000000e+05 2.358638116181735711e+02
2.500000000000000000e+01 -1.348376876013741921e+01 1.164500000000000000e+05 2.450787688733116738e+02
2.600000000000000000e+01 -1.344890050384351277e+01 1.422900000000000000e+05 1.690572997689558576e+02
2.700000000000000000e+01 -1.345828935498006729e+01 1.218900000000000000e+05 1.776842377448657828e+02
2.800000000000000000e+01 -1.345673288713454596e+01 1.286900000000000000e+05 1.185770923211981511e+02
2.900000000000000000e+01 -1.345689833214509257e+01 1.386350000000000000e+05 9.388101165387178071e+01
3.000000000000000000e+01 -1.347907652170047754e+01 1.295400000000000000e+05 2.153752217004504530e+02
3.100000000000000000e+01 -1.347491900230007111e+01 1.507900000000000000e+05 1.728261461541994493e+02
3.200000000000000000e+01 -1.358029056557483827e+01 1.186600000000000000e+05 5.118095523275384835e+02
3.300000000000000000e+01 -1.359584805214625725e+01 1.281800000000000000e+05 1.277296237851779921e+02
3.400000000000000000e+01 -1.361689515702697584e+01 1.312400000000000000e+05 3.465597758928831240e+02
3.500000000000000000e+01 -1.360120315321808349e+01 1.261400000000000000e+05 1.784347364994172551e+02
